dispnum,ccode,participant_incident_count,participant_threat_count,participant_force_count,participant_max_action,participant_mean_hostlev,sidea,revstate,revtype1,revtype2,use_force_or_war
4182,660,233,225,8,17,1.1072961373390557,0,1,2,0,1
4182,666,242,7,232,17,3.4008264462809916,1,1,2,0,1
4183,2,1,1,0,0,1.0,0,0,0,0,1
4183,20,1,0,1,15,4.0,1,1,2,0,1
4186,2,1,0,0,7,3.0,1,0,0,0,0
4186,160,1,0,0,7,3.0,1,0,0,0,0
4186,210,1,0,0,7,3.0,1,0,0,0,0
4186,290,1,0,0,7,3.0,1,0,0,0,0
4186,325,1,0,0,7,3.0,1,0,0,0,0
4186,345,1,1,0,0,1.0,0,1,2,0,0
4186,360,1,0,0,7,3.0,1,0,0,0,0
4187,522,2,1,1,11,2.0,1,0,0,0,0
4187,531,2,1,1,11,2.0,0,1,2,0,0
4188,501,1,0,1,17,4.0,0,0,0,0,1
4188,530,1,0,1,17,4.0,1,1,2,0,1
4189,130,2,1,1,14,2.5,1,1,1,0,1
4189,135,2,1,1,11,2.0,0,1,1,0,1
4190,2,1,1,0,1,2.0,0,0,0,0,0
4190,640,1,1,0,0,1.0,0,1,2,0,0
4190,652,2,1,1,11,2.0,1,0,0,0,0
4191,630,1,1,0,0,1.0,0,0,0,0,1
4191,640,1,0,1,16,4.0,1,1,2,0,1
4192,630,2,0,2,16,4.0,1,1,2,0,1
4192,645,2,2,0,0,1.0,0,0,0,0,1
4193,350,10,5,3,17,2.0,1,1,1,2,1
4193,640,10,4,5,17,2.3,0,1,1,2,1
4196,2,1,1,0,0,1.0,0,0,0,0,1
4196,40,1,0,1,16,4.0,1,1,2,0,1
4197,2,2,1,0,8,2.0,0,0,0,0,0
4197,20,2,1,0,8,2.0,0,0,0,0,0
4197,365,1,0,0,7,3.0,1,1,4,0,0
4200,531,1,0,1,15,4.0,1,1,2,0,1
4200,679,1,1,0,0,1.0,0,0,0,0,1
4201,365,7,1,2,11,2.7142857142857144,1,0,0,0,1
4201,700,9,5,3,17,2.0,0,1,2,0,1
4201,704,2,1,1,12,2.0,1,0,0,0,1
4203,670,4,0,4,17,4.0,1,1,1,0,1
4203,679,4,0,4,17,4.0,0,0,0,0,1
4205,630,1,0,1,16,4.0,1,1,2,0,1
4205,645,1,1,0,0,1.0,0,0,0,0,1
4206,640,4,0,4,16,3.75,1,1,2,0,1
4206,645,4,4,0,0,1.0,0,0,0,0,1
4208,640,1,0,1,14,4.0,1,1,2,0,1
4208,645,1,1,0,0,1.0,0,0,0,0,1
4210,350,2,1,1,12,2.0,1,0,0,0,0
4210,640,2,1,1,12,2.0,0,0,0,0,0
4212,365,2,0,2,12,3.0,1,1,2,0,0
4212,372,2,2,0,0,1.0,0,0,0,0,0
4213,2,2,0,2,15,4.0,1,1,2,0,1
4213,365,2,2,0,0,1.0,0,0,0,0,1
4214,368,1,1,0,0,1.0,0,0,0,0,1
4214,411,1,0,1,15,4.0,1,1,2,0,1
4215,645,1,1,0,0,1.0,0,0,0,0,0
4215,690,1,0,0,8,3.0,1,0,0,0,0
4216,2,1,0,0,7,3.0,1,0,0,0,0
4216,630,1,1,0,0,1.0,0,1,2,0,0
4217,2,1,0,1,16,4.0,1,1,2,0,1
4217,625,1,1,0,0,1.0,0,0,0,0,1
4218,2,1,1,0,0,1.0,0,0,0,0,0
4218,731,2,2,0,1,2.0,1,1,2,0,0
4218,732,1,1,0,0,1.0,0,0,0,0,0
4219,100,1,1,0,0,1.0,0,0,0,0,1
4219,101,1,0,1,15,4.0,1,0,0,0,1
4220,2,2,1,0,7,2.0,0,0,0,0,0
4220,365,2,1,0,7,2.0,1,0,0,0,0
4221,365,1,1,0,0,1.0,0,0,0,0,1
4221,371,1,1,0,0,1.0,0,0,0,0,1
4221,640,2,0,2,16,3.5,1,1,2,1,1
4222,365,1,0,1,16,4.0,1,0,0,0,1
4222,740,1,1,0,0,1.0,0,1,1,0,1
4223,750,6,1,4,17,3.3333333333333335,1,0,0,0,1
4223,770,6,2,4,17,3.0,0,0,0,0,1
4224,345,1,1,0,0,1.0,0,0,0,0,0
4224,640,1,1,0,1,2.0,1,1,2,0,0
4225,731,1,0,1,12,3.0,1,1,2,0,0
4225,740,1,1,0,0,1.0,0,0,0,0,0
4226,731,1,0,0,7,3.0,1,1,2,0,0
4226,740,1,1,0,0,1.0,0,0,0,0,0
4227,2,1,0,1,16,4.0,1,1,2,0,1
4227,700,1,1,0,0,1.0,0,0,0,0,1
4228,365,2,0,1,11,3.0,1,0,0,0,0
4228,700,1,1,0,0,1.0,0,1,3,0,0
4228,702,2,0,1,11,3.0,1,0,0,0,0
4228,704,1,0,1,11,3.0,1,0,0,0,0
4229,339,1,0,1,11,3.0,1,0,0,0,0
4229,345,1,1,0,0,1.0,0,0,0,0,0
4230,344,1,0,0,8,3.0,1,0,0,0,0
4230,345,1,1,0,0,1.0,0,0,0,0,0
4231,344,1,0,1,15,4.0,1,0,0,0,1
4231,346,1,1,0,0,1.0,0,0,0,0,1
4232,371,2,0,2,16,4.0,1,1,1,0,1
4232,373,2,2,0,0,1.0,0,0,0,0,1
4235,371,1,0,1,16,4.0,1,1,1,0,1
4235,373,1,1,0,0,1.0,0,0,0,0,1
4236,371,1,1,0,0,1.0,0,0,0,0,0
4236,373,1,0,0,4,2.0,1,1,1,0,0
4237,560,1,1,0,0,1.0,0,0,0,0,0
4237,570,1,0,1,11,3.0,1,0,0,0,0
4238,365,1,1,0,0,1.0,0,0,0,0,0
4238,385,1,0,0,7,3.0,1,1,2,0,0
4239,365,2,1,1,12,2.0,1,0,0,0,0
4239,740,2,1,0,7,2.0,0,0,0,0,0
4240,368,1,1,0,0,1.0,0,0,0,0,0
4240,370,1,0,0,7,3.0,1,1,2,0,0
4242,365,15,4,7,16,2.6666666666666665,1,1,2,0,1
4242,372,15,11,3,11,1.5333333333333334,0,0,0,0,1
4243,840,1,1,0,0,1.0,0,1,2,0,1
4243,986,1,0,1,16,4.0,1,0,0,0,1
4244,490,1,1,0,0,1.0,0,0,0,0,0
4244,540,1,0,1,11,3.0,1,1,3,0,0
4245,484,1,1,0,0,1.0,0,0,0,0,1
4245,490,1,0,1,16,4.0,1,0,0,0,1
4246,484,1,0,1,17,4.0,0,0,0,0,1
4246,540,1,0,1,17,4.0,1,1,3,0,1
4248,500,3,3,0,0,1.0,0,0,0,0,1
4248,625,3,0,3,16,3.6666666666666665,1,0,0,0,1
4249,500,1,1,0,0,1.0,0,0,0,0,0
4249,501,1,0,1,11,3.0,1,0,0,0,0
4250,471,3,0,3,17,3.6666666666666665,1,1,1,0,1
4250,475,3,1,2,17,3.0,0,1,1,0,1
4251,438,1,0,1,14,4.0,1,1,3,0,1
4251,451,10,5,5,17,2.5,0,0,0,0,1
4251,452,2,1,1,14,3.0,1,1,3,0,1
4251,475,9,0,8,17,3.888888888888889,1,1,3,0,1
4252,500,1,0,1,17,4.0,1,1,2,1,1
4252,517,1,0,1,17,4.0,0,1,2,1,1
4253,500,2,0,2,17,3.5,1,1,2,1,1
4253,517,2,1,1,17,2.5,0,1,2,1,1
4254,2,1,0,0,7,3.0,1,0,0,0,0
4254,450,1,1,0,0,1.0,0,0,0,0,0
4255,450,1,1,0,0,1.0,0,0,0,0,0
4255,475,1,0,1,12,3.0,1,0,0,0,0
4256,450,2,1,1,11,2.0,0,0,0,0,0
4256,451,2,2,0,1,1.5,1,1,2,0,0
4256,475,1,1,0,1,2.0,1,1,2,0,0
4257,438,4,3,1,16,1.75,0,1,2,0,1
4257,450,4,1,3,11,2.5,1,1,2,0,1
4258,530,1,0,1,17,4.0,0,0,0,0,1
4258,531,1,0,1,17,4.0,1,1,1,0,1
4259,91,2,0,1,11,3.0,1,1,2,0,0
4259,93,2,2,0,0,1.0,0,1,2,0,0
4260,101,1,0,0,7,3.0,1,1,1,0,0
4260,110,1,1,0,0,1.0,0,0,0,0,0
4261,2,1,0,1,12,3.0,1,1,4,0,0
4261,101,1,1,0,0,1.0,0,0,0,0,0
4262,100,1,1,0,0,1.0,0,0,0,0,1
4262,101,1,0,1,16,4.0,1,1,2,0,1
4263,93,1,1,0,0,1.0,0,1,2,1,1
4263,100,1,0,1,15,4.0,1,0,0,0,1
4264,850,1,1,0,0,1.0,0,1,2,0,0
4264,900,1,0,0,8,3.0,1,0,0,0,0
4266,731,1,0,1,17,4.0,0,1,1,0,1
4266,740,1,0,1,17,4.0,1,0,0,0,1
4269,2,5,1,1,11,2.8,1,0,0,0,0
4269,200,2,0,1,11,3.0,1,0,0,0,0
4269,220,1,0,1,11,3.0,1,0,0,0,0
4269,645,14,13,1,11,1.1428571428571428,0,1,1,2,0
4269,690,4,1,2,11,2.5,1,0,0,0,0
4269,692,1,0,0,7,3.0,1,0,0,0,0
4269,696,1,0,1,11,3.0,1,0,0,0,0
4269,698,2,0,1,11,3.0,1,0,0,0,0
4271,2,5,1,2,16,3.0,1,0,0,0,1
4271,200,1,0,1,16,4.0,1,0,0,0,1
4271,645,6,5,0,7,1.3333333333333333,0,1,2,0,1
4271,690,1,0,0,8,3.0,1,0,0,0,1
4272,645,2,1,1,11,2.0,0,1,1,0,1
4272,690,2,1,1,16,2.5,1,0,0,0,1
4273,2,73,12,51,17,3.452054794520548,1,1,2,3,1
4273,200,36,8,22,17,3.3055555555555554,1,1,2,3,1
4273,210,2,0,0,7,3.0,1,0,0,0,1
4273,210,2,0,0,7,3.0,1,1,2,3,1
4273,220,1,0,0,7,3.0,1,0,0,0,1
4273,255,1,0,0,7,3.0,1,0,0,0,1
4273,290,1,0,1,20,5.0,1,1,2,3,1
4273,325,1,0,0,7,3.0,1,0,0,0,1
4273,350,1,0,0,7,3.0,1,0,0,0,1
4273,640,1,1,0,0,1.0,1,0,0,0,1
4273,645,82,55,26,17,2.073170731707317,0,1,2,0,1
4273,651,1,0,0,7,3.0,1,0,0,0,1
4273,663,1,0,0,7,3.0,1,0,0,0,1
4273,666,2,1,1,10,2.0,1,0,0,0,1
4273,666,2,1,1,10,2.0,1,0,0,0,1
4273,670,3,2,1,17,2.0,1,1,2,0,1
4273,670,3,2,1,17,2.0,1,0,0,0,1
4273,690,4,1,1,11,2.5,1,1,2,0,1
4273,690,4,1,1,11,2.5,1,0,0,0,1
4273,692,1,0,0,7,3.0,1,1,2,0,1
4273,694,1,0,0,7,3.0,1,1,2,0,1
4273,696,2,0,0,7,3.0,1,1,2,0,1
4273,696,2,0,0,7,3.0,1,0,0,0,1
4273,698,1,0,0,7,3.0,1,1,2,0,1
4273,900,2,0,1,20,4.0,1,1,2,3,1
4274,645,1,0,0,7,3.0,1,1,1,0,0
4274,690,1,1,0,0,1.0,0,0,0,0,0
4275,645,1,1,0,0,1.0,0,1,1,0,0
4275,690,1,0,1,10,3.0,1,0,0,0,0
4277,750,40,8,26,17,3.125,0,1,2,0,1
4277,770,40,13,24,17,2.875,1,1,1,0,1
4278,710,1,0,0,7,3.0,1,1,2,0,0
4278,900,1,1,0,0,1.0,0,0,0,0,0
4279,710,1,0,0,7,3.0,1,1,1,0,0
4279,840,1,1,0,0,1.0,0,1,1,0,0
4280,2,3,2,1,12,1.6666666666666667,0,0,0,0,1
4280,710,3,1,0,7,2.3333333333333335,1,1,2,0,1
4281,2,2,1,0,7,2.5,0,0,0,0,0
4281,710,3,2,0,4,1.6666666666666667,1,1,2,0,0
4281,713,2,2,0,0,1.0,0,0,0,0,0
4282,731,18,3,7,17,2.8333333333333335,1,1,2,1,1
4282,732,18,12,3,17,1.8333333333333333,0,1,2,0,1
4283,2,7,4,0,7,2.142857142857143,1,1,3,2,1
4283,20,1,0,1,16,4.0,1,1,3,2,1
4283,200,4,1,1,17,3.0,1,1,3,2,1
4283,210,1,0,0,7,3.0,1,1,3,2,1
4283,220,2,0,1,16,3.5,1,1,3,2,1
4283,230,1,0,0,7,3.0,1,1,3,2,1
4283,235,1,0,0,7,3.0,1,1,3,2,1
4283,255,1,0,0,7,3.0,1,1,3,2,1
4283,350,1,0,0,7,3.0,1,1,3,2,1
4283,365,3,0,1,11,3.0,1,1,3,2,1
4283,640,2,0,1,16,3.5,1,1,3,2,1
4283,700,17,12,3,17,1.7647058823529411,0,0,0,0,1
4283,702,1,0,0,8,3.0,1,1,3,2,1
4283,704,2,1,1,11,2.0,1,1,3,2,1
4283,770,1,0,1,15,4.0,1,1,3,2,1
4283,900,2,0,2,21,4.5,1,1,3,2,1
4284,482,1,0,0,7,3.0,1,1,2,0,0
4284,483,1,1,0,0,1.0,0,0,0,0,0
4285,371,1,0,1,16,4.0,1,0,0,0,1
4285,630,1,1,0,0,1.0,0,0,0,0,1
4286,625,1,0,1,15,4.0,1,1,1,0,1
4286,651,1,1,0,0,1.0,0,0,0,0,1
4287,625,1,0,1,15,4.0,1,1,1,0,1
4287,651,1,1,0,0,1.0,0,0,0,0,1
4288,625,1,1,0,0,1.0,0,0,0,0,1
4288,651,1,0,1,16,4.0,1,1,1,0,1
4289,630,1,1,0,0,1.0,0,0,0,0,1
4289,640,1,0,1,16,4.0,1,1,2,0,1
4290,630,1,1,0,0,1.0,0,0,0,0,0
4290,640,1,0,0,7,3.0,1,1,2,0,0
4291,640,2,0,0,7,3.0,1,1,2,0,0
4291,652,2,2,0,0,1.0,0,0,0,0,0
4292,630,1,0,1,16,4.0,1,1,2,0,1
4292,645,1,1,0,0,1.0,0,0,0,0,1
4293,670,1,1,0,0,1.0,0,0,0,0,0
4293,694,1,0,0,8,3.0,1,0,0,0,0
4295,20,1,1,0,0,1.0,0,0,0,0,1
4295,200,1,1,0,0,1.0,0,0,0,0,1
4295,345,2,0,2,15,4.0,1,0,0,0,1
4296,385,1,1,0,0,1.0,0,1,2,0,1
4296,900,1,0,1,15,4.0,1,0,0,0,1
4297,365,1,0,1,15,4.0,1,0,0,0,1
4297,740,1,1,0,0,1.0,0,1,1,0,1
4298,2,1,0,0,7,3.0,0,0,0,0,1
4298,344,2,1,0,7,2.0,0,0,0,0,1
4298,345,2,1,1,15,2.5,1,0,0,0,1
4299,2,2,1,1,16,3.0,1,0,0,0,1
4299,645,2,2,0,0,1.0,0,0,0,0,1
4300,438,1,0,1,16,4.0,1,1,2,0,1
4300,451,1,1,0,0,1.0,0,0,0,0,1
4301,450,1,1,0,0,1.0,0,0,4,0,1
4301,451,1,0,1,15,4.0,1,1,4,0,1
4302,438,1,0,0,8,3.0,1,1,2,0,0
4302,450,1,1,0,0,1.0,0,1,2,0,0
4303,540,2,1,1,16,2.5,1,1,2,0,1
4303,551,2,1,1,15,2.5,0,0,0,0,1
4304,500,1,1,0,0,1.0,0,0,0,0,0
4304,625,1,0,1,12,3.0,1,0,0,0,0
4305,500,1,0,0,8,3.0,1,0,0,0,0
4305,625,1,1,0,0,1.0,0,0,0,0,0
4306,471,1,1,0,0,1.0,0,0,0,0,1
4306,482,1,0,1,14,4.0,1,1,1,0,1
4307,490,1,0,1,14,4.0,1,0,0,0,1
4307,551,1,1,0,0,1.0,0,0,0,0,1
4308,432,1,0,1,17,4.0,0,0,0,0,1
4308,436,1,0,1,17,4.0,1,0,0,0,1
4309,437,1,1,0,0,1.0,0,0,0,0,1
4309,438,1,0,1,14,4.0,1,1,1,0,1
4310,500,1,0,1,11,3.0,1,0,0,0,0
4310,517,1,1,0,0,1.0,0,0,0,0,0
4312,434,1,1,0,0,1.0,0,0,0,0,1
4312,475,1,0,1,14,4.0,1,1,1,0,1
4313,750,1,0,1,11,3.0,1,1,2,0,0
4313,771,1,1,0,0,1.0,0,0,0,0,0
4314,775,1,0,1,17,4.0,1,0,0,0,1
4314,800,1,0,1,17,4.0,0,1,2,0,1
4315,640,1,1,0,0,1.0,0,0,0,0,0
4315,652,1,0,1,11,3.0,1,1,2,0,0
4317,373,2,2,0,0,1.0,0,0,0,0,0
4317,630,2,0,1,12,3.0,1,1,4,2,0
4318,371,1,0,1,17,4.0,1,0,0,0,1
4318,373,1,0,1,17,4.0,0,0,0,0,1
4319,371,2,0,2,17,4.0,1,0,0,0,1
4319,373,2,0,2,17,4.0,0,0,0,0,1
4320,350,9,5,1,12,1.8888888888888888,1,1,1,2,0
4320,640,9,4,0,7,2.111111111111111,0,1,1,2,0
4321,365,1,1,0,0,1.0,0,0,0,0,1
4321,385,1,0,1,15,4.0,1,1,2,0,1
4322,731,1,1,0,0,1.0,0,0,0,0,0
4322,740,1,0,0,8,3.0,1,1,2,0,0
4323,350,2,2,0,0,1.0,0,1,2,1,0
4323,640,2,0,2,12,3.0,1,1,2,1,0
4324,640,1,0,0,7,3.0,1,1,2,0,1
4324,645,1,1,0,0,1.0,0,0,0,0,1
4325,640,6,0,5,16,3.5,1,1,2,0,1
4325,645,6,6,0,0,1.0,0,0,0,0,1
4328,710,1,1,0,0,1.0,0,0,0,0,0
4328,816,1,0,0,7,3.0,1,1,1,0,0
4329,816,1,1,0,0,1.0,0,1,1,0,0
4329,840,1,0,0,7,3.0,1,0,0,0,0
4330,816,1,0,1,16,4.0,1,1,1,0,1
4330,840,1,1,0,0,1.0,0,1,1,0,1
4331,713,1,0,0,7,3.0,1,0,0,0,0
4331,816,1,1,0,0,1.0,0,1,1,0,0
4332,310,1,0,0,8,3.0,1,0,0,0,0
4332,345,1,1,0,0,1.0,0,0,0,0,0
4333,345,1,0,0,7,3.0,1,1,1,0,0
4333,346,1,1,0,0,1.0,0,0,0,0,0
4334,200,1,0,0,8,3.0,1,1,2,0,0
4334,365,1,1,0,0,1.0,0,0,0,0,0
4335,365,1,1,0,0,1.0,0,0,0,0,0
4335,385,1,0,0,7,3.0,1,0,0,0,0
4337,630,1,0,1,11,3.0,1,1,2,0,0
4337,640,1,1,0,0,1.0,0,0,0,0,0
4338,365,1,1,0,0,1.0,0,0,0,0,1
4338,373,1,0,1,15,4.0,1,1,2,0,1
4339,483,2,0,2,21,5.0,1,0,0,0,1
4339,490,5,1,3,17,2.8,1,0,0,0,1
4339,500,3,0,3,17,3.6666666666666665,0,1,2,3,1
4339,517,4,1,3,17,3.0,0,1,2,3,1
4339,540,2,0,2,17,4.0,1,0,0,0,1
4339,552,2,0,2,17,4.0,1,0,0,0,1
4339,565,2,0,2,17,4.0,1,0,0,0,1
4340,344,2,2,0,0,1.0,0,0,0,0,1
4340,345,2,0,0,8,3.0,1,1,1,2,1
4341,344,7,0,6,17,3.857142857142857,1,1,1,2,1
4341,346,7,2,5,17,3.142857142857143,0,0,0,0,1
4342,2,1,1,0,0,1.0,0,0,0,0,0
4342,20,1,1,0,0,1.0,0,0,0,0,0
4342,200,1,1,0,0,1.0,0,0,0,0,0
4342,210,1,1,0,0,1.0,0,0,0,0,0
4342,211,1,1,0,0,1.0,0,0,0,0,0
4342,220,1,1,0,0,1.0,0,0,0,0,0
4342,230,1,1,0,0,1.0,0,0,0,0,0
4342,235,1,1,0,0,1.0,0,0,0,0,0
4342,255,1,1,0,0,1.0,0,0,0,0,0
4342,325,1,1,0,0,1.0,0,0,0,0,0
4342,365,6,0,0,8,3.0,1,1,2,0,0
4342,385,1,1,0,0,1.0,0,0,0,0,0
4342,390,1,1,0,0,1.0,0,0,0,0,0
4342,640,1,1,0,0,1.0,0,0,0,0,0
4343,2,2,2,0,0,1.0,0,0,0,0,0
4343,20,2,2,0,0,1.0,0,0,0,0,0
4343,160,2,2,0,0,1.0,0,0,0,0,0
4343,200,2,2,0,0,1.0,0,0,0,0,0
4343,205,2,2,0,0,1.0,0,0,0,0,0
4343,210,2,2,0,0,1.0,0,0,0,0,0
4343,211,2,2,0,0,1.0,0,0,0,0,0
4343,212,2,2,0,0,1.0,0,0,0,0,0
4343,220,2,2,0,0,1.0,0,0,0,0,0
4343,225,2,2,0,0,1.0,0,0,0,0,0
4343,230,2,2,0,0,1.0,0,0,0,0,0
4343,235,2,2,0,0,1.0,0,0,0,0,0
4343,255,2,2,0,0,1.0,0,0,0,0,0
4343,290,2,2,0,0,1.0,0,0,0,0,0
4343,305,2,2,0,0,1.0,0,0,0,0,0
4343,310,2,2,0,0,1.0,0,0,0,0,0
4343,316,2,2,0,0,1.0,0,0,0,0,0
4343,317,2,2,0,0,1.0,0,0,0,0,0
4343,325,2,2,0,0,1.0,0,0,0,0,0
4343,345,37,37,0,1,2.0,1,1,2,0,0
4343,349,2,2,0,0,1.0,0,0,0,0,0
4343,350,2,2,0,0,1.0,0,0,0,0,0
4343,355,2,2,0,0,1.0,0,0,0,0,0
4343,365,2,2,0,0,1.0,0,0,0,0,0
4343,366,2,2,0,0,1.0,0,0,0,0,0
4343,368,2,2,0,0,1.0,0,0,0,0,0
4343,369,2,2,0,0,1.0,0,0,0,0,0
4343,372,2,2,0,0,1.0,0,0,0,0,0
4343,373,2,2,0,0,1.0,0,0,0,0,0
4343,375,2,2,0,0,1.0,0,0,0,0,0
4343,380,2,2,0,0,1.0,0,0,0,0,0
4343,385,2,2,0,0,1.0,0,0,0,0,0
4343,390,2,2,0,0,1.0,0,0,0,0,0
4343,395,2,2,0,0,1.0,0,0,0,0,0
4343,600,2,2,0,0,1.0,0,0,0,0,0
4343,640,2,2,0,0,1.0,0,0,0,0,0
4343,663,2,2,0,0,1.0,0,0,0,0,0
4343,696,2,2,0,0,1.0,0,0,0,0,0
4344,365,1,0,0,7,3.0,1,1,2,0,0
4344,640,1,0,0,7,3.0,0,0,0,0,0
4345,520,4,4,0,0,1.0,0,0,0,0,1
4345,530,4,0,4,16,4.0,1,1,3,0,1
4346,501,1,1,0,0,1.0,0,0,0,0,1
4346,530,1,0,1,14,4.0,1,0,0,0,1
4347,490,2,2,0,0,1.0,0,0,0,0,1
4347,517,2,0,2,16,4.0,1,1,2,4,1
4348,450,1,1,0,0,1.0,0,0,0,0,1
4348,451,1,0,1,11,3.0,1,1,2,0,1
4349,531,2,2,0,0,1.0,0,1,3,0,1
4349,625,2,0,1,11,3.0,1,1,2,0,1
4350,500,1,0,1,16,4.0,1,0,0,0,1
4350,501,1,1,0,0,1.0,0,0,0,0,1
4351,420,1,1,0,0,1.0,0,0,0,0,0
4351,433,1,0,0,8,3.0,1,0,0,0,0
4352,230,2,1,0,7,2.0,0,0,0,0,1
4352,600,2,1,1,14,2.5,1,1,1,0,1
4353,510,1,0,1,11,3.0,1,0,0,0,0
4353,516,1,1,0,0,1.0,0,0,0,0,0
4354,200,1,1,0,1,2.0,1,1,2,0,0
4354,552,1,1,0,0,1.0,0,0,0,0,0
4355,530,1,0,1,15,4.0,1,0,0,0,1
4355,531,1,1,0,0,1.0,0,0,0,0,1
4356,490,1,1,0,0,1.0,0,0,0,0,1
